Id,Name,Popularity,Followers,Generes
4C9LlZtKchBngUxepqTkJr,Dedalo Chronicles,19,578,
1dTcLPCjJFQEvdDG73Fnfp,DJ Enzo,16,3941,
5j2ipYEay2THmQzLgbOCfb,Dj Lugi,25,2430,
3WrMBQYO99lzSOhYGPiVoQ,Don Joe,55,132302,italian hip hop
6jwzGu5VdkR5tsRROYuxso,DrefGold,63,494302,"italian hip hop,trap italiana"
2UsrrmP3HLGxOmocH299Ot,Duke Montana,32,12584,
2mHrcXHBgPciUOYh3JHISu,Dutch Nazari,43,38471,italian indie pop
4CSFu5TxKb1Z2GeO1LxZU4,Egreen,40,30000,"italian hip hop,italian underground hip hop"
2ayDAohfVYxjRF0aPNAoum,Esa AKA El Presidente,14,1481,
6FtwCmLY6L1sqvjaQ2lV6G,Emis Killa,71,1282940,"italian hip hop,italian pop"
3DmG65yHQsMms7WAvrZOdt,Enigma,65,554950,"downtempo,new age"
6dKdNHGdsBvEeNDxXV8AMP,Ensi,54,181120,"italian hip hop,italian underground hip hop"
3fhMfkPPzksWuw0hEm4ldm,Ernia,73,501717,"italian hip hop,italian pop,milan indie"
7u710e44HW3K7A5eTnRqHC,Fabri Fibra,70,1053558,"italian hip hop,italian pop,rap napoletano"
1hM06YHQ635cZwwUbn7dpk,Fasma,66,216060,"emo rap italiano,italian hip hop,italian pop,pop virale italiano,r&b italiano"
3pgCLfNbw5ozIfoNsvDU7i,Fedez,71,1581201,"italian adult pop,italian pop"
7BgEOZ9w3Y4IMShXTMu1nN,Frah Quintale,69,343019,"italian hip hop,italian indie pop,italian pop,milan indie,r&b italiano"
2KkO9uXHF9BVNJASjLekAc,Franco126,67,203502,"italian hip hop,italian indie pop,italian pop,rome indie"
139jT21pngPk9iHp4dlno3,Frank Siciliano,34,13504,
15tvxTXbemwnKQq1aRoPpI,Frankie HI-NRG MC,44,75394,"italian underground hip hop,rap napoletano"
0QrUbsrL5imqntAfDl8i7q,Fred De Palma,68,747957,"italian adult pop,italian pop"
7s4IAtCfcA31LaTyEHUfjn,GELO,50,9254,
4upwdFMlZBmQ68jP9jPzjK,Gemitaiz,74,1709722,italian hip hop
27LlKWxS3KXW7RRAxN5S8s,Geolier,73,537896,"italian hip hop,rap napoletano,trap italiana"
3egWSWp7Y4FyCKIyvXbw7L,Ghali,68,2698920,"italian hip hop,italian pop,milan indie,rap tunisien"
4xgOj3GP5I1do9ip0MQkLa,Ghemon,58,126801,"italian hip hop,italian indie pop,rap napoletano"
3sC3sCpqSYClSdKez9Rs6k,Giaime,59,163507,"italian hip hop,trap italiana"
7EyPI6TWLhz3XUpxkbyCV2,GionnyScandal,55,555336,"emo rap italiano,italian adult pop,italian pop"
0ADS8B9CUYtbFLvjT99Ktw,Alex Gopher,43,17669,filter house
1JJHJjfuaPy3SMPnUHWedm,Grido,36,8947,
7F2utINZ6tSokSiZTQBE27,Guè Pequeno,80,1594663,"italian hip hop,italian pop"
6g5SF1Yz63eoPUnJgRHfrz,Hell Raton,55,61069,"italian hip hop,rap sardegna"
6Fa7NNjFGrHEEsUdvln23o,Ice One,30,9151,italian underground hip hop
0nKxW51VOD6px2uMM4ehfF,Inoki,53,124012,"italian hip hop,italian underground hip hop"
6289Bbkkk3gaCbh1K7Rv8F,Izi,68,837016,"indie liguria,italian hip hop,trap italiana"
0KlSW3j5fUEfej47FOrBMr,"Artists Of Then, Now & Forever",43,14325,
